sr,shape_id,shape_pt_lat,shape_pt_lon,shape_dist_traveled,shape_pt_sequence
1142,c1_1,1.19983,-77.27322,16.59,1143
1143,c1_1,1.20002,-77.27333,16.61,1144
1144,c1_1,1.20031,-77.27352,16.65,1145
1145,c1_1,1.20038,-77.27352,16.66,1146
1146,c1_1,1.2004,-77.27357,16.67,1147
1147,c1_1,1.20043,-77.27359,16.67,1148
1148,c1_1,1.20066,-77.27372,16.7,1149
1149,c1_1,1.20088,-77.27384,16.73,1150
1150,c1_1,1.20117,-77.274,16.77,1151
1151,c1_1,1.20122,-77.27399,16.78,1152
1152,c1_1,1.20123,-77.27404,16.79,1153
1153,c1_1,1.20127,-77.27406,16.79,1154
1154,c1_1,1.20131,-77.27405,16.79,1155
1155,c1_1,1.20134,-77.27411,16.8,1156
1156,c1_1,1.20146,-77.27417,16.81,1157
1157,c1_1,1.20152,-77.27417,16.82,1158
1158,c1_1,1.20156,-77.27422,16.83,1159
1159,c1_1,1.20165,-77.27427,16.84,1160
1160,c1_1,1.2018,-77.27434,16.86,1161
1161,c1_1,1.20186,-77.27433,16.87,1162
1162,c1_1,1.20187,-77.27438,16.88,1163
1163,c1_1,1.20197,-77.27446,16.89,1164
1164,c1_1,1.20203,-77.27446,16.9,1165
1165,c1_1,1.20204,-77.2745,16.9,1166
1166,c1_1,1.2021,-77.27454,16.91,1167
1167,c1_1,1.20229,-77.27464,16.93,1168
1168,c1_1,1.20234,-77.27463,16.94,1169
1169,c1_1,1.20238,-77.27469,16.95,1170
1170,c1_1,1.20261,-77.2748,16.98,1171
1171,c1_1,1.20268,-77.27481,16.99,1172
1172,c1_1,1.20273,-77.27487,17.0,1173
1173,c1_1,1.20282,-77.27492,17.01,1174
1174,c1_1,1.20303,-77.27504,17.04,1175
1175,c1_1,1.20322,-77.27515,17.06,1176
1176,c1_1,1.20346,-77.27528,17.09,1177
1177,c1_1,1.20366,-77.27538,17.11,1178
1178,c1_1,1.20383,-77.27548,17.13,1179
1179,c1_1,1.20398,-77.27557,17.15,1180
1180,c1_1,1.20405,-77.27556,17.16,1181
1181,c1_1,1.20411,-77.27561,17.17,1182
1182,c1_1,1.20414,-77.27557,17.18,1183
1183,c1_1,1.20419,-77.27561,17.19,1184
1184,c1_1,1.20424,-77.2756,17.2,1185
1185,c1_1,1.20428,-77.27558,17.2,1186
1186,c1_1,1.20436,-77.2756,17.21,1187
1187,c1_1,1.20437,-77.27554,17.22,1188
1188,c1_1,1.20445,-77.27555,17.23,1189
1189,c1_1,1.20448,-77.27553,17.23,1190
1190,c1_1,1.20458,-77.27548,17.24,1191
1191,c1_1,1.2047,-77.27545,17.25,1192
1192,c1_1,1.20476,-77.27542,17.26,1193
1193,c1_1,1.2048,-77.27548,17.27,1194
1194,c1_1,1.2049,-77.27552,17.28,1195
1195,c1_1,1.20507,-77.27559,17.3,1196
1196,c1_1,1.20534,-77.2757,17.33,1197
1197,c1_1,1.20567,-77.27583,17.37,1198
1198,c1_1,1.20574,-77.27582,17.38,1199
1199,c1_1,1.20578,-77.27588,17.39,1200
1200,c1_1,1.20583,-77.2759,17.4,1201
1201,c1_1,1.20602,-77.27597,17.42,1202
1202,c1_1,1.20618,-77.27603,17.44,1203
1203,c1_1,1.20637,-77.27611,17.46,1204
1204,c1_1,1.20662,-77.27621,17.49,1205
1205,c1_1,1.20682,-77.27629,17.51,1206
1206,c1_1,1.20724,-77.27646,17.56,1207
1207,c1_1,1.20731,-77.27644,17.57,1208
1208,c1_1,1.20735,-77.2765,17.58,1209
1209,c1_1,1.20752,-77.27658,17.6,1210
1210,c1_1,1.20809,-77.2768,17.67,1211
1211,c1_1,1.20816,-77.27679,17.68,1212
1212,c1_1,1.20817,-77.27684,17.69,1213
1213,c1_1,1.20823,-77.27682,17.7,1214
1214,c1_1,1.20826,-77.27689,17.71,1215
1215,c1_1,1.2084,-77.27695,17.73,1216
1216,c1_1,1.20876,-77.2771,17.77,1217
1217,c1_1,1.20892,-77.27718,17.79,1218
1218,c1_1,1.20901,-77.27725,17.8,1219
1219,c1_1,1.20916,-77.27737,17.82,1220
1220,c1_1,1.20927,-77.27747,17.84,1221
1221,c1_1,1.20934,-77.27747,17.85,1222
1222,c1_1,1.20941,-77.27742,17.86,1223
1223,c1_1,1.20967,-77.27684,17.93,1224
1224,c1_1,1.20966,-77.27675,17.94,1225
1225,c1_1,1.20972,-77.2767,17.95,1226
1226,c1_1,1.21004,-77.27593,18.04,1227
1227,c1_1,1.21003,-77.27585,18.05,1228
1228,c1_1,1.21009,-77.2758,18.06,1229
1229,c1_1,1.21023,-77.2755,18.1,1230
1230,c1_1,1.21021,-77.27545,18.11,1231
1231,c1_1,1.21027,-77.27541,18.12,1232
1232,c1_1,1.21028,-77.27539,18.12,1233
1233,c1_1,1.21035,-77.27525,18.14,1234
1234,c1_1,1.21045,-77.27506,18.16,1235
1235,c1_1,1.21044,-77.27499,18.17,1236
1236,c1_1,1.2105,-77.27495,18.18,1237
1237,c1_1,1.21059,-77.27478,18.2,1238
1238,c1_1,1.21057,-77.27471,18.21,1239
1239,c1_1,1.21064,-77.27466,18.22,1240
1240,c1_1,1.2108,-77.27432,18.26,1241
1241,c1_1,1.21079,-77.27424,18.27,1242
1242,c1_1,1.21083,-77.27433,18.28,1243
1243,c1_1,1.21099,-77.27446,18.3,1244
1244,c1_1,1.21122,-77.27464,18.33,1245
1245,c1_1,1.2113,-77.27464,18.34,1246
1246,c1_1,1.21131,-77.27471,18.35,1247
1247,c1_1,1.21157,-77.27488,18.38,1248
1248,c1_1,1.21164,-77.27487,18.39,1249
1249,c1_1,1.21165,-77.27492,18.4,1250
1250,c1_1,1.21169,-77.27496,18.41,1251
1251,c1_1,1.21174,-77.27501,18.42,1252
1252,c1_1,1.21177,-77.27501,18.42,1253
1253,c1_1,1.21181,-77.27503,18.42,1254
1254,c1_1,1.21194,-77.27515,18.44,1255
1255,c1_1,1.21206,-77.27526,18.46,1256
1256,c1_1,1.21222,-77.27541,18.48,1257
1257,c1_1,1.21229,-77.27541,18.49,1258
1258,c1_1,1.2123,-77.27547,18.5,1259
1259,c1_1,1.21242,-77.27557,18.52,1260
1260,c1_1,1.21248,-77.27558,18.53,1261
1261,c1_1,1.21257,-77.27558,18.54,1262
1262,c1_1,1.21305,-77.27545,18.6,1263
1263,c1_1,1.21309,-77.2754,18.61,1264
1264,c1_1,1.21317,-77.27543,18.62,1265
1265,c1_1,1.21329,-77.27541,18.63,1266
1266,c1_1,1.21334,-77.27538,18.64,1267
1267,c1_1,1.21341,-77.27542,18.65,1268
1268,c1_1,1.21352,-77.27543,18.66,1269
1269,c1_1,1.21356,-77.27541,18.66,1270
1270,c1_1,1.21362,-77.27546,18.67,1271
1271,c1_1,1.21386,-77.27555,18.7,1272
1272,c1_1,1.21419,-77.27568,18.74,1273
1273,c1_1,1.21426,-77.27568,18.75,1274
1274,c1_1,1.21431,-77.27574,18.76,1275
1275,c1_1,1.21501,-77.27604,18.84,1276
1276,c1_1,1.2151,-77.27605,18.85,1277
1277,c1_1,1.21518,-77.27612,18.86,1278
1278,c1_1,1.21526,-77.27615,18.87,1279
1279,c1_1,1.21552,-77.27626,18.9,1280
1280,c1_1,1.2159,-77.27641,18.95,1281
1281,c1_1,1.21596,-77.27641,18.96,1282
1282,c1_1,1.21598,-77.27645,18.96,1283
1283,c1_1,1.21617,-77.27653,18.98,1284
1284,c1_1,1.21672,-77.27677,19.05,1285
1285,c1_1,1.21679,-77.27677,19.06,1286
1286,c1_1,1.21683,-77.27683,19.07,1287
1287,c1_1,1.21724,-77.277,19.12,1288
1288,c1_1,1.2173,-77.27699,19.13,1289
1289,c1_1,1.21732,-77.27703,19.13,1290
1290,c1_1,1.2176,-77.27715,19.16,1291
1291,c1_1,1.21766,-77.27714,19.17,1292
1292,c1_1,1.21772,-77.27717,19.18,1293
1293,c1_1,1.21807,-77.27728,19.22,1294
1294,c1_1,1.21813,-77.27729,19.23,1295
1295,c1_1,1.21817,-77.27733,19.24,1296
1296,c1_1,1.21823,-77.27735,19.25,1297
1297,c1_1,1.21841,-77.27739,19.27,1298
1298,c1_1,1.21862,-77.27745,19.29,1299
1299,c1_1,1.21869,-77.27744,19.3,1300
1300,c1_1,1.2187,-77.27752,19.31,1301
1301,c1_1,1.21879,-77.27759,19.32,1302
1302,c1_1,1.21898,-77.27775,19.35,1303
1303,c1_1,1.21904,-77.27775,19.36,1304
1304,c1_1,1.21906,-77.27782,19.37,1305
1305,c1_1,1.21931,-77.27808,19.41,1306
1306,c1_1,1.21938,-77.27809,19.42,1307
1307,c1_1,1.21933,-77.27812,19.43,1308
1308,c1_1,1.21925,-77.27828,19.45,1309
1309,c1_1,1.21907,-77.27866,19.5,1310
1310,c1_1,1.21908,-77.27872,19.51,1311
1311,c1_1,1.21903,-77.27875,19.52,1312
1312,c1_1,1.21886,-77.27906,19.56,1313
1313,c1_1,1.21885,-77.27913,19.57,1314
1314,c1_1,1.21881,-77.27917,19.58,1315
1315,c1_1,1.2187,-77.27948,19.62,1316
1316,c1_1,1.2187,-77.27956,19.63,1317
1317,c1_1,1.21865,-77.2796,19.64,1318
1318,c1_1,1.21861,-77.27968,19.65,1319
1319,c1_1,1.21846,-77.27997,19.69,1320
1320,c1_1,1.2183,-77.28029,19.73,1321
1321,c1_1,1.21829,-77.28037,19.74,1322
1322,c1_1,1.21822,-77.28045,19.75,1323
1323,c1_1,1.21788,-77.2811,19.83,1324
1324,c1_1,1.21785,-77.2812,19.84,1325
1325,c1_1,1.2178,-77.28126,19.85,1326
1326,c1_1,1.21749,-77.28189,19.93,1327
1327,c1_1,1.21748,-77.28197,19.94,1328
1328,c1_1,1.21744,-77.28201,19.95,1329
1329,c1_1,1.21734,-77.28225,19.98,1330
1330,c1_1,1.21732,-77.28234,19.99,1331
1331,c1_1,1.21726,-77.28237,20.0,1332
1332,c1_1,1.21724,-77.28241,20.0,1333
1333,c1_1,1.21699,-77.28268,20.04,1334
1334,c1_1,1.21672,-77.28295,20.08,1335
1335,c1_1,1.21668,-77.28303,20.09,1336
1336,c1_1,1.2167,-77.28309,20.1,1337
1337,c1_1,1.21673,-77.28312,20.1,1338
1338,c1_1,1.21689,-77.28327,20.12,1339
1339,c1_1,1.21712,-77.28348,20.15,1340
1340,c1_1,1.21731,-77.28366,20.18,1341
1341,c1_1,1.21756,-77.28388,20.22,1342
1342,c1_1,1.21763,-77.28389,20.23,1343
1343,c1_1,1.21757,-77.28391,20.24,1344
1344,c1_1,1.2175,-77.28398,20.25,1345
1345,c1_1,1.21748,-77.28404,20.26,1346
1346,c1_1,1.21742,-77.28406,20.27,1347
1347,c1_1,1.2173,-77.28417,20.29,1348
1348,c1_1,1.21715,-77.28433,20.31,1349
1349,c1_1,1.21703,-77.28446,20.33,1350
1350,c1_1,1.21699,-77.28454,20.34,1351
1351,c1_1,1.21694,-77.28456,20.35,1352
1352,c1_1,1.21679,-77.28469,20.37,1353
1353,c1_1,1.2166,-77.28486,20.4,1354
1354,c1_1,1.21633,-77.2851,20.44,1355
1355,c1_1,1.21628,-77.28518,20.45,1356
1356,c1_1,1.21621,-77.2852,20.46,1357
1357,c1_1,1.21606,-77.28534,20.48,1358
1358,c1_1,1.21578,-77.28559,20.52,1359
1359,c1_1,1.21574,-77.28566,20.53,1360
1360,c1_1,1.21569,-77.28567,20.54,1361
1361,c1_1,1.21563,-77.28572,20.55,1362
1362,c1_1,1.21527,-77.28606,20.61,1363
1363,c1_1,1.21523,-77.28615,20.62,1364
1364,c1_1,1.21515,-77.28616,20.63,1365
1365,c1_1,1.21503,-77.28628,20.65,1366
1366,c1_1,1.2148,-77.2865,20.69,1367
1367,c1_1,1.21477,-77.28657,20.7,1368
1368,c1_1,1.21471,-77.28658,20.71,1369
1369,c1_1,1.21458,-77.28671,20.73,1370
1370,c1_1,1.21439,-77.28687,20.76,1371
1371,c1_1,1.21435,-77.28695,20.77,1372
1372,c1_1,1.21428,-77.28698,20.78,1373
1373,c1_1,1.21419,-77.28704,20.79,1374
1374,c1_1,1.2139,-77.28725,20.83,1375
1375,c1_1,1.21386,-77.28732,20.84,1376
1376,c1_1,1.21387,-77.28741,20.85,1377
1377,c1_1,1.21407,-77.2877,20.89,1378
1378,c1_1,1.21412,-77.28769,20.9,1379
1379,c1_1,1.21411,-77.28776,20.91,1380
1380,c1_1,1.21418,-77.28784,20.92,1381
1381,c1_1,1.21423,-77.28786,20.93,1382
1382,c1_1,1.21417,-77.28787,20.94,1383
1383,c1_1,1.21414,-77.2879,20.94,1384
1384,c1_1,1.21393,-77.28808,20.97,1385
1385,c1_1,1.21375,-77.28823,21.0,1386
1386,c1_1,1.21351,-77.28843,21.03,1387
1387,c1_1,1.21347,-77.2885,21.04,1388
1388,c1_1,1.2134,-77.28852,21.05,1389
1389,c1_1,1.21327,-77.28863,21.07,1390
1390,c1_1,1.21314,-77.28874,21.09,1391
1391,c1_1,1.21298,-77.28888,21.11,1392
1392,c1_1,1.21295,-77.28895,21.12,1393
1393,c1_1,1.21298,-77.28899,21.13,1394
1394,c1_1,1.21307,-77.28907,21.14,1395
1395,c1_1,1.21331,-77.28932,21.18,1396
1396,c1_1,1.21337,-77.28937,21.19,1397
1397,c1_1,1.21337,-77.28943,21.2,1398
1398,c1_1,1.21344,-77.2895,21.21,1399
1399,c1_1,1.21355,-77.28962,21.23,1400
1400,c1_1,1.21368,-77.28979,21.25,1401
1401,c1_1,1.21375,-77.28981,21.26,1402
1402,c1_1,1.21378,-77.28989,21.27,1403
1403,c1_1,1.21386,-77.29,21.29,1404
1404,c1_1,1.21408,-77.29029,21.33,1405
1405,c1_1,1.21413,-77.29032,21.34,1406
1406,c1_1,1.21415,-77.29038,21.35,1407
1407,c1_1,1.21426,-77.29051,21.37,1408
1408,c1_1,1.21445,-77.29073,21.4,1409
1409,c1_1,1.21453,-77.29077,21.41,1410
1410,c1_1,1.21445,-77.29078,21.42,1411
1411,c1_1,1.21433,-77.29084,21.43,1412
1412,c1_1,1.21414,-77.29093,21.45,1413
1413,c1_1,1.21388,-77.29108,21.48,1414
1414,c1_1,1.21362,-77.29123,21.51,1415
1415,c1_1,1.21341,-77.29135,21.54,1416
1416,c1_1,1.21335,-77.29141,21.55,1417
1417,c1_1,1.21335,-77.29146,21.56,1418
1418,c1_1,1.21329,-77.29145,21.57,1419
1419,c1_1,1.21324,-77.29146,21.58,1420
1420,c1_1,1.21317,-77.2915,21.59,1421
1421,c1_1,1.21293,-77.29163,21.62,1422
1422,c1_1,1.21278,-77.2917,21.64,1423
1423,c1_1,1.21273,-77.29177,21.65,1424
1424,c1_1,1.2127,-77.29171,21.66,1425
1425,c1_1,1.21262,-77.29171,21.67,1426
1426,c1_1,1.2126,-77.29173,21.67,1427
1427,c1_1,1.21253,-77.29177,21.68,1428
1428,c1_1,1.21254,-77.29183,21.69,1429
1429,c1_1,1.21248,-77.29181,21.7,1430
1430,c1_1,1.21241,-77.29186,21.71,1431
1431,c1_1,1.21228,-77.29194,21.73,1432
1432,c1_1,1.21224,-77.29201,21.74,1433
1433,c1_1,1.21219,-77.29196,21.75,1434
1434,c1_1,1.21215,-77.29197,21.75,1435
1435,c1_1,1.21199,-77.29199,21.77,1436
1436,c1_1,1.21174,-77.29201,21.8,1437
1437,c1_1,1.21162,-77.29201,21.81,1438
1438,c1_1,1.21153,-77.29203,21.82,1439
1439,c1_1,1.21148,-77.29201,21.83,1440
1440,c1_1,1.21138,-77.292,21.84,1441
1441,c1_1,1.21118,-77.29197,21.86,1442
1442,c1_1,1.21108,-77.29194,21.87,1443
1443,c1_1,1.21086,-77.29186,21.9,1444
1444,c1_1,1.21077,-77.29183,21.91,1445
1445,c1_1,1.21076,-77.29178,21.92,1446
1446,c1_1,1.21058,-77.29166,21.94,1447
1447,c1_1,1.21049,-77.29166,21.95,1448
1448,c1_1,1.21048,-77.29158,21.96,1449
1449,c1_1,1.21045,-77.29156,21.96,1450
1450,c1_1,1.21035,-77.29146,21.98,1451
1451,c1_1,1.21027,-77.29139,21.99,1452
1452,c1_1,1.21019,-77.29132,22.0,1453
1453,c1_1,1.21013,-77.29125,22.01,1454
1454,c1_1,1.20997,-77.29105,22.04,1455
1455,c1_1,1.20977,-77.29081,22.07,1456
1456,c1_1,1.20967,-77.29068,22.09,1457
1457,c1_1,1.20961,-77.29059,22.1,1458
1458,c1_1,1.20953,-77.29056,22.11,1459
1459,c1_1,1.20953,-77.29049,22.12,1460
1460,c1_1,1.20951,-77.29047,22.12,1461
1461,c1_1,1.20933,-77.29024,22.15,1462
1462,c1_1,1.20907,-77.28991,22.2,1463
1463,c1_1,1.20899,-77.28988,22.21,1464
1464,c1_1,1.20902,-77.28983,22.22,1465
1465,c1_1,1.20899,-77.28978,22.23,1466
1466,c1_1,1.20891,-77.28978,22.24,1467
1467,c1_1,1.20888,-77.28976,22.24,1468
1468,c1_1,1.20886,-77.2898,22.24,1469
1469,c1_1,1.20886,-77.28984,22.24,1470
1470,c1_1,1.20883,-77.28982,22.24,1471
1471,c1_1,1.2088,-77.28986,22.25,1472
1472,c1_1,1.20881,-77.28987,22.25,1473
1473,c1_1,1.20881,-77.2899,22.25,1474
1474,c1_1,1.20877,-77.28989,22.25,1475
1475,c1_1,1.20875,-77.28992,22.25,1476
1476,c1_1,1.20876,-77.28996,22.25,1477
1477,c1_1,1.20869,-77.29,22.26,1478
1478,c1_1,1.20744,-77.29156,22.48,1479
1479,c1_1,1.20742,-77.29163,22.49,1480
1480,c1_1,1.20735,-77.29165,22.5,1481
1481,c1_1,1.20717,-77.2919,22.53,1482
1482,c1_1,1.20713,-77.29199,22.54,1483
1483,c1_1,1.20707,-77.29202,22.55,1484
1484,c1_1,1.20661,-77.29256,22.63,1485
1485,c1_1,1.20658,-77.29264,22.64,1486
1486,c1_1,1.20653,-77.29266,22.65,1487
1487,c1_1,1.20643,-77.29277,22.67,1488
1488,c1_1,1.20603,-77.29323,22.74,1489
1489,c1_1,1.20601,-77.29331,22.75,1490
1490,c1_1,1.20595,-77.29335,22.76,1491
1491,c1_1,1.20567,-77.29383,22.82,1492
1492,c1_1,1.20566,-77.29391,22.83,1493
1493,c1_1,1.2056,-77.29396,22.84,1494
1494,c1_1,1.20551,-77.29412,22.86,1495
1495,c1_1,1.2055,-77.2942,22.87,1496
1496,c1_1,1.20543,-77.29425,22.88,1497
1497,c1_1,1.20518,-77.29471,22.94,1498
1498,c1_1,1.20518,-77.29478,22.95,1499
1499,c1_1,1.20515,-77.29472,22.96,1500
1500,c1_1,1.205,-77.29462,22.98,1501
1501,c1_1,1.20463,-77.29439,23.03,1502
1502,c1_1,1.20459,-77.29435,23.04,1503
1503,c1_1,1.2045,-77.29434,23.05,1504
1504,c1_1,1.2045,-77.29429,23.06,1505
1505,c1_1,1.20427,-77.29408,23.09,1506
1506,c1_1,1.20418,-77.29406,23.1,1507
1507,c1_1,1.20416,-77.294,23.11,1508
1508,c1_1,1.20391,-77.29381,23.14,1509
1509,c1_1,1.20381,-77.29378,23.15,1510
1510,c1_1,1.2038,-77.29371,23.16,1511
1511,c1_1,1.20372,-77.2937,23.17,1512
1512,c1_1,1.20371,-77.29364,23.18,1513
1513,c1_1,1.20351,-77.2935,23.21,1514
1514,c1_1,1.20343,-77.2935,23.22,1515
1515,c1_1,1.20335,-77.29346,23.23,1516
1516,c1_1,1.20304,-77.29352,23.27,1517
1517,c1_1,1.20297,-77.29356,23.28,1518
1518,c1_1,1.20293,-77.29353,23.29,1519
1519,c1_1,1.20209,-77.29366,23.38,1520
1520,c1_1,1.20204,-77.29371,23.39,1521
1521,c1_1,1.20198,-77.29368,23.4,1522
1522,c1_1,1.20167,-77.29374,23.44,1523
1523,c1_1,1.20162,-77.29378,23.45,1524
1524,c1_1,1.20161,-77.29372,23.46,1525
1525,c1_1,1.20139,-77.29356,23.49,1526
1526,c1_1,1.2013,-77.29356,23.5,1527
1527,c1_1,1.20129,-77.2935,23.51,1528
1528,c1_1,1.20126,-77.29347,23.51,1529
1529,c1_1,1.20116,-77.2934,23.52,1530
1530,c1_1,1.20102,-77.29331,23.54,1531
1531,c1_1,1.20094,-77.29332,23.55,1532
1532,c1_1,1.20091,-77.29333,23.55,1533
1533,c1_1,1.20088,-77.29338,23.56,1534
1534,c1_1,1.20087,-77.29343,23.57,1535
1535,c1_1,1.20083,-77.29343,23.57,1536
1536,c1_1,1.2008,-77.29345,23.57,1537
1537,c1_1,1.20076,-77.29348,23.58,1538
1538,c1_1,1.20073,-77.29352,23.59,1539
1539,c1_1,1.20068,-77.2935,23.6,1540
1540,c1_1,1.20057,-77.29352,23.61,1541
1541,c1_1,1.20031,-77.29355,23.64,1542
1542,c1_1,1.19998,-77.2936,23.68,1543
1543,c1_1,1.1998,-77.29363,23.7,1544
1544,c1_1,1.19975,-77.29364,23.71,1545
1545,c1_1,1.19972,-77.29367,23.71,1546
1546,c1_1,1.19972,-77.29373,23.72,1547
1547,c1_1,1.19968,-77.29374,23.72,1548
1548,c1_1,1.19966,-77.29389,23.74,1549
1549,c1_1,1.19967,-77.29394,23.75,1550
1550,c1_1,1.19964,-77.29399,23.76,1551
1551,c1_1,1.19936,-77.29437,23.81,1552
1552,c1_1,1.19913,-77.29467,23.85,1553
1553,c1_1,1.19894,-77.29492,23.88,1554
1554,c1_1,1.19873,-77.2952,23.92,1555
1555,c1_1,1.19851,-77.2955,23.96,1556
1556,c1_1,1.19848,-77.29557,23.97,1557
1557,c1_1,1.19851,-77.29563,23.98,1558
1558,c1_1,1.19877,-77.2958,24.01,1559
1559,c1_1,1.19882,-77.2958,24.02,1560
1560,c1_1,1.19884,-77.29586,24.03,1561
1561,c1_1,1.19905,-77.29599,24.06,1562
1562,c1_1,1.19911,-77.29599,24.07,1563
1563,c1_1,1.19914,-77.29605,24.08,1564
1564,c1_1,1.19933,-77.29616,24.1,1565
1565,c1_1,1.19939,-77.29616,24.11,1566
1566,c1_1,1.19942,-77.29622,24.12,1567
1567,c1_1,1.19964,-77.29636,24.15,1568
1568,c1_1,1.19968,-77.29635,24.15,1569
1569,c1_1,1.1997,-77.2964,24.16,1570
1570,c1_1,1.19978,-77.29644,24.17,1571
1571,c1_1,1.19991,-77.29652,24.19,1572
1572,c1_1,1.19996,-77.29652,24.2,1573
1573,c1_1,1.19997,-77.29657,24.21,1574
1574,c1_1,1.2,-77.29658,24.21,1575
1575,c1_1,1.20022,-77.29672,24.24,1576
1576,c1_1,1.20027,-77.29671,24.25,1577
1577,c1_1,1.2003,-77.29677,24.26,1578
1578,c1_1,1.20056,-77.29694,24.29,1579
1579,c1_1,1.20061,-77.29694,24.3,1580
1580,c1_1,1.20064,-77.297,24.31,1581
1581,c1_1,1.20084,-77.29715,24.34,1582
1582,c1_1,1.20089,-77.29715,24.35,1583
1583,c1_1,1.20091,-77.2972,24.36,1584
1584,c1_1,1.20111,-77.29731,24.39,1585
1585,c1_1,1.20117,-77.29731,24.4,1586
1586,c1_1,1.20116,-77.29735,24.4,1587
1587,c1_1,1.20126,-77.2974,24.41,1588
1588,c1_1,1.20139,-77.29746,24.43,1589
1589,c1_1,1.20144,-77.29746,24.44,1590
1590,c1_1,1.20146,-77.2975,24.44,1591
1591,c1_1,1.20168,-77.2976,24.47,1592
1592,c1_1,1.20174,-77.2976,24.48,1593
1593,c1_1,1.20176,-77.29765,24.49,1594
1594,c1_1,1.20199,-77.29772,24.52,1595
1595,c1_1,1.20204,-77.29771,24.53,1596
1596,c1_1,1.20209,-77.29775,24.54,1597
1597,c1_1,1.20222,-77.29778,24.55,1598
1598,c1_1,1.2023,-77.29782,24.56,1599
1599,c1_1,1.20235,-77.29782,24.57,1600
1600,c1_1,1.20237,-77.29786,24.57,1601
1601,c1_1,1.2024,-77.29789,24.57,1602
1602,c1_1,1.20256,-77.298,24.59,1603
1603,c1_1,1.2026,-77.29801,24.59,1604
1604,c1_1,1.20262,-77.29806,24.6,1605
1605,c1_1,1.20269,-77.29811,24.61,1606
1606,c1_1,1.20282,-77.29821,24.63,1607
1607,c1_1,1.20297,-77.29832,24.65,1608
1608,c1_1,1.20303,-77.29834,24.66,1609
1609,c1_1,1.20297,-77.29835,24.67,1610
1610,c1_1,1.20282,-77.29852,24.7,1611
1611,c1_1,1.20266,-77.29873,24.73,1612
1612,c1_1,1.20257,-77.29886,24.75,1613
1613,c1_1,1.20242,-77.2991,24.78,1614
1614,c1_1,1.20227,-77.29935,24.81,1615
1615,c1_1,1.20201,-77.29982,24.87,1616
1616,c1_1,1.20183,-77.30015,24.91,1617
1617,c1_1,1.20173,-77.30032,24.93,1618
1618,c1_1,1.20163,-77.30053,24.96,1619
1619,c1_1,1.20161,-77.30059,24.97,1620
1620,c1_1,1.20154,-77.30078,24.99,1621
1621,c1_1,1.20143,-77.3011,25.03,1622
1622,c1_1,1.20136,-77.30124,25.05,1623
1623,c1_1,1.20132,-77.30136,25.06,1624
1624,c1_1,1.2013,-77.30148,25.07,1625
1625,c1_1,1.20131,-77.30161,25.08,1626
1626,c1_1,1.20134,-77.30185,25.11,1627
1627,c1_1,1.20138,-77.30208,25.14,1628
1628,c1_1,1.20142,-77.30218,25.15,1629
1629,c1_1,1.20148,-77.3023,25.16,1630
1630,c1_1,1.20153,-77.30239,25.17,1631
1631,c1_1,1.20166,-77.30259,25.2,1632
1632,c1_1,1.2017,-77.30273,25.22,1633
1633,c1_1,1.2017,-77.30297,25.25,1634
1634,c1_1,1.20166,-77.30314,25.27,1635
1635,c1_1,1.2016,-77.30325,25.28,1636
1636,c1_1,1.20152,-77.30338,25.3,1637
1637,c1_1,1.20138,-77.30358,25.33,1638
1638,c1_1,1.20126,-77.30375,25.35,1639
1639,c1_1,1.20096,-77.30417,25.41,1640
1640,c1_1,1.20068,-77.30455,25.46,1641
1641,c1_1,1.20051,-77.30479,25.49,1642
1642,c1_1,1.20042,-77.30492,25.51,1643
1643,c1_1,1.20032,-77.30503,25.53,1644
1644,c1_1,1.20022,-77.30515,25.55,1645
1645,c1_1,1.20012,-77.30524,25.56,1646
1646,c1_1,1.20011,-77.30526,25.56,1647
1647,c1_1,1.20009,-77.30531,25.57,1648
1648,c1_1,1.20004,-77.3053,25.58,1649
1649,c1_1,1.19994,-77.30538,25.59,1650
1650,c1_1,1.19984,-77.30545,25.6,1651
1651,c1_1,1.19977,-77.30551,25.61,1652
1652,c1_1,1.19972,-77.30558,25.62,1653
1653,c1_1,1.1997,-77.30565,25.63,1654
1654,c1_1,1.19963,-77.30599,25.67,1655
1655,c1_1,1.1996,-77.30616,25.69,1656
1656,c1_1,1.19957,-77.30627,25.7,1657
1657,c1_1,1.19957,-77.30633,25.71,1658
1658,c1_1,1.19953,-77.30631,25.71,1659
1659,c1_1,1.19952,-77.30632,25.71,1660
1660,c1_1,1.19948,-77.30633,25.71,1661
1661,c1_1,1.19943,-77.30631,25.72,1662
1662,c1_1,1.19942,-77.3063,25.72,1663
1663,c1_1,1.19938,-77.3062,25.73,1664
1664,c1_1,1.19932,-77.30594,25.76,1665
1665,c1_1,1.19924,-77.3059,25.77,1666
1666,c1_1,1.19923,-77.30584,25.78,1667
1667,c1_1,1.1992,-77.30582,25.78,1668
1668,c1_1,1.19877,-77.3056,25.83,1669
1669,c1_1,1.19869,-77.30563,25.84,1670
1670,c1_1,1.19869,-77.30557,25.85,1671
1671,c1_1,1.19866,-77.30556,25.85,1672
1672,c1_1,1.19858,-77.30559,25.86,1673
1673,c1_1,1.19851,-77.30559,25.87,1674
1674,c1_1,1.19831,-77.30574,25.9,1675
1675,c1_1,1.19814,-77.30584,25.92,1676
1676,c1_1,1.19802,-77.30588,25.93,1677
1677,c1_1,1.1979,-77.30588,25.94,1678
1678,c1_1,1.19779,-77.30583,25.95,1679
